I am  nid00712 rank 0 (total 64)
total of 8654 tasks
  r_mag = 22.5 - 2.5 * n.log10(dat['flux_r'] / dat['mw_transmission_r'])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:44: RuntimeWarning: divide by zero encountered in log10
  z_mag = 22.5 - 2.5 * n.log10(dat['flux_z'] / dat['mw_transmission_z'])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:46: RuntimeWarning: invalid value encountered in subtract
  rz = r_mag - z_mag
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:42: RuntimeWarning: divide by zero encountered in log10
  g     = 22.5 - 2.5 * n.log10(dat['flux_g'] / dat['mw_transmission_g'])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:45: RuntimeWarning: invalid value encountered in subtract
  gr = g - r_mag
I am  nid00712 rank 32 (total 64)
  Slave nid00712 rank 32 executing "6" task_id "6"
  Slave nid00712 rank 32 executing "67" task_id "67"
  Slave nid00712 rank 32 executing "130" task_id "130"
  Slave nid00712 rank 32 executing "193" task_id "193"
  Slave nid00712 rank 32 executing "284" task_id "284"
  Slave nid00712 rank 32 executing "347" task_id "347"
  Slave nid00712 rank 32 executing "410" task_id "410"
  Slave nid00712 rank 32 executing "472" task_id "472"
  Slave nid00712 rank 32 executing "532" task_id "532"
  Slave nid00712 rank 32 executing "578" task_id "578"
  Slave nid00712 rank 32 executing "636" task_id "636"
  Slave nid00712 rank 32 executing "707" task_id "707"
  Slave nid00712 rank 32 executing "765" task_id "765"
  Slave nid00712 rank 32 executing "829" task_id "829"
  Slave nid00712 rank 32 executing "891" task_id "891"
  Slave nid00712 rank 32 executing "947" task_id "947"
  Slave nid00712 rank 32 executing "989" task_id "989"
  Slave nid00712 rank 32 executing "1044" task_id "1044"
  Slave nid00712 rank 32 executing "1076" task_id "1076"
  Slave nid00712 rank 32 executing "1139" task_id "1139"
  Slave nid00712 rank 32 executing "1203" task_id "1203"
  Slave nid00712 rank 32 executing "1266" task_id "1266"
  Slave nid00712 rank 32 executing "1338" task_id "1338"
  Slave nid00712 rank 32 executing "1392" task_id "1392"
  Slave nid00712 rank 32 executing "1453" task_id "1453"
  Slave nid00712 rank 32 executing "1516" task_id "1516"
  Slave nid00712 rank 32 executing "1576" task_id "1576"
  Slave nid00712 rank 32 executing "1651" task_id "1651"
  Slave nid00712 rank 32 executing "1689" task_id "1689"
  Slave nid00712 rank 32 executing "1763" task_id "1763"
  Slave nid00712 rank 32 executing "1811" task_id "1811"
  Slave nid00712 rank 32 executing "1870" task_id "1870"
  Slave nid00712 rank 32 executing "1931" task_id "1931"
  Slave nid00712 rank 32 executing "1994" task_id "1994"
  Slave nid00712 rank 32 executing "2084" task_id "2084"
  Slave nid00712 rank 32 executing "2141" task_id "2141"
  Slave nid00712 rank 32 executing "2200" task_id "2200"
  Slave nid00712 rank 32 executing "2277" task_id "2277"
  Slave nid00712 rank 32 executing "2340" task_id "2340"
  Slave nid00712 rank 32 executing "2385" task_id "2385"
  Slave nid00712 rank 32 executing "2443" task_id "2443"
  Slave nid00712 rank 32 executing "2507" task_id "2507"
  Slave nid00712 rank 32 executing "2589" task_id "2589"
  Slave nid00712 rank 32 executing "2643" task_id "2643"
  Slave nid00712 rank 32 executing "2711" task_id "2711"
  Slave nid00712 rank 32 executing "2759" task_id "2759"
  Slave nid00712 rank 32 executing "2816" task_id "2816"
  Slave nid00712 rank 32 executing "2865" task_id "2865"
  Slave nid00712 rank 32 executing "2928" task_id "2928"
  Slave nid00712 rank 32 executing "2984" task_id "2984"
  Slave nid00712 rank 32 executing "3021" task_id "3021"
  Slave nid00712 rank 32 executing "3086" task_id "3086"
  Slave nid00712 rank 32 executing "3137" task_id "3137"
  Slave nid00712 rank 32 executing "3180" task_id "3180"
  Slave nid00712 rank 32 executing "3236" task_id "3236"
  Slave nid00712 rank 32 executing "3299" task_id "3299"
  Slave nid00712 rank 32 executing "3362" task_id "3362"
  Slave nid00712 rank 32 executing "3415" task_id "3415"
  Slave nid00712 rank 32 executing "3477" task_id "3477"
  Slave nid00712 rank 32 executing "3540" task_id "3540"
  Slave nid00712 rank 32 executing "3603" task_id "3603"
  Slave nid00712 rank 32 executing "3666" task_id "3666"
  Slave nid00712 rank 32 executing "3727" task_id "3727"
  Slave nid00712 rank 32 executing "3796" task_id "3796"
  Slave nid00712 rank 32 executing "3858" task_id "3858"
  Slave nid00712 rank 32 executing "3912" task_id "3912"
  Slave nid00712 rank 32 executing "3975" task_id "3975"
  Slave nid00712 rank 32 executing "4038" task_id "4038"
  Slave nid00712 rank 32 executing "4101" task_id "4101"
  Slave nid00712 rank 32 executing "4164" task_id "4164"
  Slave nid00712 rank 32 executing "4227" task_id "4227"
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:42: RuntimeWarning: invalid value encountered in log10
  g     = 22.5 - 2.5 * n.log10(dat['flux_g'] / dat['mw_transmission_g'])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:43: RuntimeWarning: invalid value encountered in log10
  r_mag = 22.5 - 2.5 * n.log10(dat['flux_r'] / dat['mw_transmission_r'])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:44: RuntimeWarning: invalid value encountered in log10
  z_mag = 22.5 - 2.5 * n.log10(dat['flux_z'] / dat['mw_transmission_z'])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:47: RuntimeWarning: invalid value encountered in greater
  color_sgc = (g>21.825)&(g<22.825)&(-0.068*rz+0.457<gr)&(gr< 0.112*rz+0.773) &(0.218*gr+0.571<rz)&(rz<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:47: RuntimeWarning: invalid value encountered in less
  color_sgc = (g>21.825)&(g<22.825)&(-0.068*rz+0.457<gr)&(gr< 0.112*rz+0.773) &(0.218*gr+0.571<rz)&(rz<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:48: RuntimeWarning: invalid value encountered in greater
  color_ngc = (g>21.825)&(g<22.9)  &(-0.068*rz+0.457<gr)&(gr< 0.112*rz+0.773) &(0.637*gr+0.399<rz)&(rz<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:48: RuntimeWarning: invalid value encountered in less
  color_ngc = (g>21.825)&(g<22.9)  &(-0.068*rz+0.457<gr)&(gr< 0.112*rz+0.773) &(0.637*gr+0.399<rz)&(rz<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:43: RuntimeWarning: divide by zero encountered in log10
  r_mag = 22.5 - 2.5 * n.log10(dat['flux_r'] / dat['mw_transmission_r'])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:44: RuntimeWarning: divide by zero encountered in log10
  z_mag = 22.5 - 2.5 * n.log10(dat['flux_z'] / dat['mw_transmission_z'])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:46: RuntimeWarning: invalid value encountered in subtract
  rz = r_mag - z_mag
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:42: RuntimeWarning: divide by zero encountered in log10
  g     = 22.5 - 2.5 * n.log10(dat['flux_g'] / dat['mw_transmission_g'])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:45: RuntimeWarning: invalid value encountered in subtract
  gr = g - r_mag
I am  nid00712 rank 33 (total 64)
  Slave nid00712 rank 33 executing "7" task_id "7"
  Slave nid00712 rank 33 executing "114" task_id "114"
  Slave nid00712 rank 33 executing "162" task_id "162"
  Slave nid00712 rank 33 executing "225" task_id "225"
  Slave nid00712 rank 33 executing "285" task_id "285"
  Slave nid00712 rank 33 executing "348" task_id "348"
  Slave nid00712 rank 33 executing "411" task_id "411"
  Slave nid00712 rank 33 executing "473" task_id "473"
  Slave nid00712 rank 33 executing "533" task_id "533"
  Slave nid00712 rank 33 executing "579" task_id "579"
  Slave nid00712 rank 33 executing "637" task_id "637"
  Slave nid00712 rank 33 executing "708" task_id "708"
  Slave nid00712 rank 33 executing "766" task_id "766"
  Slave nid00712 rank 33 executing "830" task_id "830"
  Slave nid00712 rank 33 executing "882" task_id "882"
  Slave nid00712 rank 33 executing "948" task_id "948"
  Slave nid00712 rank 33 executing "1014" task_id "1014"
  Slave nid00712 rank 33 executing "1062" task_id "1062"
  Slave nid00712 rank 33 executing "1108" task_id "1108"
  Slave nid00712 rank 33 executing "1155" task_id "1155"
  Slave nid00712 rank 33 executing "1204" task_id "1204"
  Slave nid00712 rank 33 executing "1267" task_id "1267"
  Slave nid00712 rank 33 executing "1339" task_id "1339"
  Slave nid00712 rank 33 executing "1426" task_id "1426"
  Slave nid00712 rank 33 executing "1485" task_id "1485"
  Slave nid00712 rank 33 executing "1547" task_id "1547"
  Slave nid00712 rank 33 executing "1615" task_id "1615"
  Slave nid00712 rank 33 executing "1690" task_id "1690"
  Slave nid00712 rank 33 executing "1764" task_id "1764"
  Slave nid00712 rank 33 executing "1843" task_id "1843"
  Slave nid00712 rank 33 executing "1891" task_id "1891"
  Slave nid00712 rank 33 executing "1954" task_id "1954"
  Slave nid00712 rank 33 executing "2019" task_id "2019"
  Slave nid00712 rank 33 executing "2085" task_id "2085"
  Slave nid00712 rank 33 executing "2142" task_id "2142"
  Slave nid00712 rank 33 executing "2201" task_id "2201"
  Slave nid00712 rank 33 executing "2278" task_id "2278"
  Slave nid00712 rank 33 executing "2341" task_id "2341"
  Slave nid00712 rank 33 executing "2386" task_id "2386"
  Slave nid00712 rank 33 executing "2444" task_id "2444"
  Slave nid00712 rank 33 executing "2508" task_id "2508"
  Slave nid00712 rank 33 executing "2590" task_id "2590"
  Slave nid00712 rank 33 executing "2644" task_id "2644"
  Slave nid00712 rank 33 executing "2712" task_id "2712"
  Slave nid00712 rank 33 executing "2761" task_id "2761"
  Slave nid00712 rank 33 executing "2817" task_id "2817"
  Slave nid00712 rank 33 executing "2866" task_id "2866"
  Slave nid00712 rank 33 executing "2929" task_id "2929"
  Slave nid00712 rank 33 executing "2985" task_id "2985"
  Slave nid00712 rank 33 executing "3022" task_id "3022"
  Slave nid00712 rank 33 executing "3087" task_id "3087"
  Slave nid00712 rank 33 executing "3138" task_id "3138"
  Slave nid00712 rank 33 executing "3181" task_id "3181"
  Slave nid00712 rank 33 executing "3237" task_id "3237"
  Slave nid00712 rank 33 executing "3300" task_id "3300"
  Slave nid00712 rank 33 executing "3363" task_id "3363"
  Slave nid00712 rank 33 executing "3416" task_id "3416"
  Slave nid00712 rank 33 executing "3478" task_id "3478"
  Slave nid00712 rank 33 executing "3541" task_id "3541"
  Slave nid00712 rank 33 executing "3604" task_id "3604"
  Slave nid00712 rank 33 executing "3667" task_id "3667"
  Slave nid00712 rank 33 executing "3728" task_id "3728"
  Slave nid00712 rank 33 executing "3759" task_id "3759"
  Slave nid00712 rank 33 executing "3833" task_id "3833"
  Slave nid00712 rank 33 executing "3896" task_id "3896"
  Slave nid00712 rank 33 executing "3959" task_id "3959"
  Slave nid00712 rank 33 executing "4022" task_id "4022"
  Slave nid00712 rank 33 executing "4085" task_id "4085"
  Slave nid00712 rank 33 executing "4148" task_id "4148"
  Slave nid00712 rank 33 executing "4211" task_id "4211"
  Slave nid00712 rank 33 executing "4274" task_id "4274"
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:42: RuntimeWarning: invalid value encountered in log10
  g     = 22.5 - 2.5 * n.log10(dat['flux_g'] / dat['mw_transmission_g'])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:43: RuntimeWarning: invalid value encountered in log10
  r_mag = 22.5 - 2.5 * n.log10(dat['flux_r'] / dat['mw_transmission_r'])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:44: RuntimeWarning: invalid value encountered in log10
  z_mag = 22.5 - 2.5 * n.log10(dat['flux_z'] / dat['mw_transmission_z'])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:47: RuntimeWarning: invalid value encountered in greater
  color_sgc = (g>21.825)&(g<22.825)&(-0.068*rz+0.457<gr)&(gr< 0.112*rz+0.773) &(0.218*gr+0.571<rz)&(rz<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:47: RuntimeWarning: invalid value encountered in less
  color_sgc = (g>21.825)&(g<22.825)&(-0.068*rz+0.457<gr)&(gr< 0.112*rz+0.773) &(0.218*gr+0.571<rz)&(rz<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:48: RuntimeWarning: invalid value encountered in greater
  color_ngc = (g>21.825)&(g<22.9)  &(-0.068*rz+0.457<gr)&(gr< 0.112*rz+0.773) &(0.637*gr+0.399<rz)&(rz<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:48: RuntimeWarning: invalid value encountered in less
  color_ngc = (g>21.825)&(g<22.9)  &(-0.068*rz+0.457<gr)&(gr< 0.112*rz+0.773) &(0.637*gr+0.399<rz)&(rz<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:44: RuntimeWarning: divide by zero encountered in log10
  z_mag = 22.5 - 2.5 * n.log10(dat['flux_z'] / dat['mw_transmission_z'])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:42: RuntimeWarning: divide by zero encountered in log10
  g     = 22.5 - 2.5 * n.log10(dat['flux_g'] / dat['mw_transmission_g'])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:43: RuntimeWarning: divide by zero encountered in log10
  r_mag = 22.5 - 2.5 * n.log10(dat['flux_r'] / dat['mw_transmission_r'])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:46: RuntimeWarning: invalid value encountered in subtract
  rz = r_mag - z_mag
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:45: RuntimeWarning: invalid value encountered in subtract
  gr = g - r_mag
I am  nid00712 rank 34 (total 64)
  Slave nid00712 rank 34 executing "8" task_id "8"
  Slave nid00712 rank 34 executing "68" task_id "68"
  Slave nid00712 rank 34 executing "131" task_id "131"
  Slave nid00712 rank 34 executing "194" task_id "194"
  Slave nid00712 rank 34 executing "256" task_id "256"
  Slave nid00712 rank 34 executing "320" task_id "320"
  Slave nid00712 rank 34 executing "383" task_id "383"
  Slave nid00712 rank 34 executing "433" task_id "433"
  Slave nid00712 rank 34 executing "496" task_id "496"
  Slave nid00712 rank 34 executing "550" task_id "550"
  Slave nid00712 rank 34 executing "605" task_id "605"
  Slave nid00712 rank 34 executing "657" task_id "657"
  Slave nid00712 rank 34 executing "724" task_id "724"
  Slave nid00712 rank 34 executing "792" task_id "792"
  Slave nid00712 rank 34 executing "857" task_id "857"
  Slave nid00712 rank 34 executing "908" task_id "908"
  Slave nid00712 rank 34 executing "975" task_id "975"
  Slave nid00712 rank 34 executing "1045" task_id "1045"
  Slave nid00712 rank 34 executing "1109" task_id "1109"
  Slave nid00712 rank 34 executing "1157" task_id "1157"
  Slave nid00712 rank 34 executing "1239" task_id "1239"
  Slave nid00712 rank 34 executing "1283" task_id "1283"
  Slave nid00712 rank 34 executing "1340" task_id "1340"
  Slave nid00712 rank 34 executing "1427" task_id "1427"
  Slave nid00712 rank 34 executing "1486" task_id "1486"
  Slave nid00712 rank 34 executing "1548" task_id "1548"
  Slave nid00712 rank 34 executing "1616" task_id "1616"
  Slave nid00712 rank 34 executing "1691" task_id "1691"
  Slave nid00712 rank 34 executing "1765" task_id "1765"
  Slave nid00712 rank 34 executing "1812" task_id "1812"
  Slave nid00712 rank 34 executing "1871" task_id "1871"
  Slave nid00712 rank 34 executing "1932" task_id "1932"
  Slave nid00712 rank 34 executing "1995" task_id "1995"
  Slave nid00712 rank 34 executing "2051" task_id "2051"
  Slave nid00712 rank 34 executing "2107" task_id "2107"
  Slave nid00712 rank 34 executing "2171" task_id "2171"
  Slave nid00712 rank 34 executing "2232" task_id "2232"
  Slave nid00712 rank 34 executing "2301" task_id "2301"
  Slave nid00712 rank 34 executing "2363" task_id "2363"
  Slave nid00712 rank 34 executing "2410" task_id "2410"
  Slave nid00712 rank 34 executing "2469" task_id "2469"
  Slave nid00712 rank 34 executing "2522" task_id "2522"
  Slave nid00712 rank 34 executing "2591" task_id "2591"
  Slave nid00712 rank 34 executing "2645" task_id "2645"
  Slave nid00712 rank 34 executing "2689" task_id "2689"
  Slave nid00712 rank 34 executing "2741" task_id "2741"
  Slave nid00712 rank 34 executing "2791" task_id "2791"
  Slave nid00712 rank 34 executing "2854" task_id "2854"
  Slave nid00712 rank 34 executing "2908" task_id "2908"
  Slave nid00712 rank 34 executing "2951" task_id "2951"
  Slave nid00712 rank 34 executing "3014" task_id "3014"
  Slave nid00712 rank 34 executing "3088" task_id "3088"
  Slave nid00712 rank 34 executing "3161" task_id "3161"
  Slave nid00712 rank 34 executing "3238" task_id "3238"
  Slave nid00712 rank 34 executing "3301" task_id "3301"
  Slave nid00712 rank 34 executing "3364" task_id "3364"
  Slave nid00712 rank 34 executing "3417" task_id "3417"
  Slave nid00712 rank 34 executing "3479" task_id "3479"
  Slave nid00712 rank 34 executing "3542" task_id "3542"
  Slave nid00712 rank 34 executing "3605" task_id "3605"
  Slave nid00712 rank 34 executing "3668" task_id "3668"
  Slave nid00712 rank 34 executing "3729" task_id "3729"
  Slave nid00712 rank 34 executing "3760" task_id "3760"
  Slave nid00712 rank 34 executing "3834" task_id "3834"
  Slave nid00712 rank 34 executing "3897" task_id "3897"
  Slave nid00712 rank 34 executing "3960" task_id "3960"
  Slave nid00712 rank 34 executing "4023" task_id "4023"
  Slave nid00712 rank 34 executing "4086" task_id "4086"
  Slave nid00712 rank 34 executing "4149" task_id "4149"
  Slave nid00712 rank 34 executing "4212" task_id "4212"
  Slave nid00712 rank 34 executing "4275" task_id "4275"
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:42: RuntimeWarning: invalid value encountered in log10
  g     = 22.5 - 2.5 * n.log10(dat['flux_g'] / dat['mw_transmission_g'])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:43: RuntimeWarning: invalid value encountered in log10
  r_mag = 22.5 - 2.5 * n.log10(dat['flux_r'] / dat['mw_transmission_r'])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:44: RuntimeWarning: invalid value encountered in log10
  z_mag = 22.5 - 2.5 * n.log10(dat['flux_z'] / dat['mw_transmission_z'])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:47: RuntimeWarning: invalid value encountered in greater
  color_sgc = (g>21.825)&(g<22.825)&(-0.068*rz+0.457<gr)&(gr< 0.112*rz+0.773) &(0.218*gr+0.571<rz)&(rz<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:47: RuntimeWarning: invalid value encountered in less
  color_sgc = (g>21.825)&(g<22.825)&(-0.068*rz+0.457<gr)&(gr< 0.112*rz+0.773) &(0.218*gr+0.571<rz)&(rz<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:48: RuntimeWarning: invalid value encountered in greater
  color_ngc = (g>21.825)&(g<22.9)  &(-0.068*rz+0.457<gr)&(gr< 0.112*rz+0.773) &(0.637*gr+0.399<rz)&(rz<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:48: RuntimeWarning: invalid value encountered in less
  color_ngc = (g>21.825)&(g<22.9)  &(-0.068*rz+0.457<gr)&(gr< 0.112*rz+0.773) &(0.637*gr+0.399<rz)&(rz<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:42: RuntimeWarning: divide by zero encountered in log10
  g     = 22.5 - 2.5 * n.log10(dat['flux_g'] / dat['mw_transmission_g'])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:43: RuntimeWarning: divide by zero encountered in log10
  r_mag = 22.5 - 2.5 * n.log10(dat['flux_r'] / dat['mw_transmission_r'])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:45: RuntimeWarning: invalid value encountered in subtract
  gr = g - r_mag
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:44: RuntimeWarning: divide by zero encountered in log10
  z_mag = 22.5 - 2.5 * n.log10(dat['flux_z'] / dat['mw_transmission_z'])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:46: RuntimeWarning: invalid value encountered in subtract
  rz = r_mag - z_mag
I am  nid00712 rank 35 (total 64)
  Slave nid00712 rank 35 executing "9" task_id "9"
  Slave nid00712 rank 35 executing "69" task_id "69"
  Slave nid00712 rank 35 executing "132" task_id "132"
  Slave nid00712 rank 35 executing "195" task_id "195"
  Slave nid00712 rank 35 executing "257" task_id "257"
  Slave nid00712 rank 35 executing "321" task_id "321"
  Slave nid00712 rank 35 executing "384" task_id "384"
  Slave nid00712 rank 35 executing "434" task_id "434"
  Slave nid00712 rank 35 executing "497" task_id "497"
  Slave nid00712 rank 35 executing "551" task_id "551"
  Slave nid00712 rank 35 executing "606" task_id "606"
  Slave nid00712 rank 35 executing "658" task_id "658"
  Slave nid00712 rank 35 executing "709" task_id "709"
  Slave nid00712 rank 35 executing "767" task_id "767"
  Slave nid00712 rank 35 executing "831" task_id "831"
  Slave nid00712 rank 35 executing "892" task_id "892"
  Slave nid00712 rank 35 executing "949" task_id "949"
  Slave nid00712 rank 35 executing "1015" task_id "1015"
  Slave nid00712 rank 35 executing "1063" task_id "1063"
  Slave nid00712 rank 35 executing "1140" task_id "1140"
  Slave nid00712 rank 35 executing "1205" task_id "1205"
  Slave nid00712 rank 35 executing "1268" task_id "1268"
  Slave nid00712 rank 35 executing "1320" task_id "1320"
  Slave nid00712 rank 35 executing "1367" task_id "1367"
  Slave nid00712 rank 35 executing "1428" task_id "1428"
  Slave nid00712 rank 35 executing "1487" task_id "1487"
  Slave nid00712 rank 35 executing "1549" task_id "1549"
  Slave nid00712 rank 35 executing "1617" task_id "1617"
  Slave nid00712 rank 35 executing "1692" task_id "1692"
  Slave nid00712 rank 35 executing "1766" task_id "1766"
  Slave nid00712 rank 35 executing "1813" task_id "1813"
  Slave nid00712 rank 35 executing "1872" task_id "1872"
  Slave nid00712 rank 35 executing "1933" task_id "1933"
  Slave nid00712 rank 35 executing "1996" task_id "1996"
  Slave nid00712 rank 35 executing "2052" task_id "2052"
  Slave nid00712 rank 35 executing "2108" task_id "2108"
  Slave nid00712 rank 35 executing "2172" task_id "2172"
  Slave nid00712 rank 35 executing "2233" task_id "2233"
  Slave nid00712 rank 35 executing "2302" task_id "2302"
  Slave nid00712 rank 35 executing "2364" task_id "2364"
  Slave nid00712 rank 35 executing "2411" task_id "2411"
  Slave nid00712 rank 35 executing "2470" task_id "2470"
  Slave nid00712 rank 35 executing "2523" task_id "2523"
  Slave nid00712 rank 35 executing "2592" task_id "2592"
  Slave nid00712 rank 35 executing "2646" task_id "2646"
  Slave nid00712 rank 35 executing "2713" task_id "2713"
  Slave nid00712 rank 35 executing "2763" task_id "2763"
  Slave nid00712 rank 35 executing "2818" task_id "2818"
  Slave nid00712 rank 35 executing "2867" task_id "2867"
  Slave nid00712 rank 35 executing "2930" task_id "2930"
  Slave nid00712 rank 35 executing "2986" task_id "2986"
  Slave nid00712 rank 35 executing "3058" task_id "3058"
  Slave nid00712 rank 35 executing "3100" task_id "3100"
  Slave nid00712 rank 35 executing "3162" task_id "3162"
  Slave nid00712 rank 35 executing "3239" task_id "3239"
  Slave nid00712 rank 35 executing "3302" task_id "3302"
  Slave nid00712 rank 35 executing "3365" task_id "3365"
  Slave nid00712 rank 35 executing "3418" task_id "3418"
  Slave nid00712 rank 35 executing "3480" task_id "3480"
  Slave nid00712 rank 35 executing "3543" task_id "3543"
  Slave nid00712 rank 35 executing "3606" task_id "3606"
  Slave nid00712 rank 35 executing "3669" task_id "3669"
  Slave nid00712 rank 35 executing "3730" task_id "3730"
  Slave nid00712 rank 35 executing "3761" task_id "3761"
  Slave nid00712 rank 35 executing "3835" task_id "3835"
  Slave nid00712 rank 35 executing "3898" task_id "3898"
  Slave nid00712 rank 35 executing "3961" task_id "3961"
  Slave nid00712 rank 35 executing "4024" task_id "4024"
  Slave nid00712 rank 35 executing "4087" task_id "4087"
  Slave nid00712 rank 35 executing "4150" task_id "4150"
  Slave nid00712 rank 35 executing "4213" task_id "4213"
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:42: RuntimeWarning: invalid value encountered in log10
  g     = 22.5 - 2.5 * n.log10(dat['flux_g'] / dat['mw_transmission_g'])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:43: RuntimeWarning: invalid value encountered in log10
